0.9754402548	34 7 2
0.9733662103	34 9 2
0.9603662103	2 9 34
0.9497885218	9 2 9
0.9487885218	34 9 9
0.9477885218	9 9 34
0.9477885218	9 34 9
0.9438473454	9 2 9 9 9
0.9438091260	34 9 8 2
0.9192450633	2 9 7
0.9168394291	9 7 9 9
0.9157265804	34 14 9
0.9130361794	9 7 34
0.9128394291	9 8 9 9
0.9127885218	9 9 9
0.9056530054	7 34 9
0.8996530054	17 2 9
0.8945405455	7 9 9 9 34
0.8905405455	17 9 9 9 9 34
0.8902459539	7 2 9
0.8889294471	34 9 7
0.8842459539	7 9 2
0.8802459539	7 9 34
0.8792361955	9 14 34
0.8780718712	2 199 9
0.8758866294	2 8 34
0.8755290551	9 34 2
0.8750718712	199 9 9
0.8745593581	2 34 9
0.8741294632	9 34 14
0.8722127965	9 2 14
0.8712459539	17 9 34
0.8711694561	7 8 34
0.8703931096	9 9 14
0.8690718712	9 55 9
0.8671294632	2 9 14
0.8658400169	8 17 34 9 9
0.8649696320	34 14 8
0.8635293033	14 34 9
0.8632098203	34 9 14
0.8629853230	9 2 7 2 9
0.8627173041	9 2 34
0.8621837775	34 9 2 7 2
0.8616790712	7 8 34 9 2
0.8605428720	9 2 199
0.8604498293	8 14 34
0.8593694721	14 8 2
0.8574121537	9 34 9 34 9
0.8570529653	9 14 8
0.8550934276	7 34 2
0.8541432690	9 34 7 2 9
0.8537608116	2 9 8 34
0.8531387967	199 34 9
0.8531090806	8 17 9
0.8520130705	7 2 34
0.8468338331	7 8 2
0.8465143501	34 7 8
0.8451171825	17 8 2
0.8441171825	17 8 34
0.8434488766	9 22 9
0.8408866294	9 7 2
0.8406186027	22 9 22
0.8405382101	55 162 55
0.8401236689	7 34 9 34 9
0.8396186027	1936 4325 4326 668 1936 6776 6073 1058 9 34 9 34 9 2
0.8396186027	22 22 22
0.8396186027	55 55 55
0.8380338492	14 8 34
0.8376471232	199 2191 347
0.8375257997	22 34 9 2 22
0.8369935847	55 55 34
0.8364225525	9 8 2 9
0.8348006757	9 14 7
0.8345882997	347 199 347
0.8343922494	9 8 9 34
0.8313922494	2 9 8 9
0.8313922494	9 9 8 2
0.8296335532	7 55 9
0.8293922494	9 9 7 9
0.8289550200	9 7 34 9 9
0.8284225525	9 9 8 9
0.8283922494	34 9 8 9
0.8271330078	199 347 199
0.8267649543	9 9 34 9 2 8
0.8254314777	9 22 14
0.8244314777	9 315 17
0.8235804984	9 8 34 9
0.8220104501	7 9 7
0.8219271168	17 34 7
0.8216965637	9 2 7
0.8216434019	9 17 9 9
0.8211721022	2 7 34
0.8207241245	7 2 7
0.8201699788	2 14 9
0.8196634563	9 347 199
0.8181142063	17 14 34
0.8176965637	9 34 7
0.8176755988	9 14 9 9
0.8157259563	315 9 315
0.8155305953	7 9 9 2
0.8140074740	17 2 7
0.8098013478	9 14 9 34
0.8090104501	7 8 17
0.8090104501	17 8 7
0.8081236689	17 9 9 9 34
0.8060964038	17 9 2
0.8053904327	2 9 9 8
0.8050407532	8 17 14
0.8040407532	17 8 17
0.8039574198	7 8 14
0.8032816148	7 2 9 9 9
0.8030964038	17 34 9
0.8014396306	7 34 199
0.8010407532	14 8 17
0.8010407532	14 9 14
0.8010407532	17 8 14
0.8008221392	2 14 34
0.7997257138	9 55 55
0.7986453567	9 226 9
0.7970423359	55 7 2
0.7968651369	199 507 347
0.7950423359	55 17 2
0.7942571050	17 2 9 9 9
0.7942192307	9 2 9 9 14
0.7940997141	9 14 51
