2_0,0.9933936222
0_1_2_3,0.9887733492
0_7_2,0.9886695062
50_10_2,0.8569116219
0_9_2,0.8284467482
19_2_7,0.8169468964
30_10_2,0.7873109910
19_0_9,0.7843703157
0_9_30,0.7836348653
0_9_10,0.7815581064
0_30_10,0.7597127595
30_0_9,0.7478311681
10_2,0.7472569398
19_10_2,0.7372082782
19_2_9,0.7324818110
7_10_2,0.7242707782
10_0,0.7153839686
0_30_9,0.7140962726
19_0_30,0.7044242599
0_9,0.7017007025
19_2_30,0.7007765212
7_10_2_9,0.6994122897
7_9_2_9,0.6986142248
19_0,0.6962387212
7_2_9,0.6874283326
30_10,0.6771733867
7_9_9_2,0.6728370768
10_2_9,0.6498985118
0_9_418_19_2,0.6472709701
33_1_325_3,0.6443110157
19_2_9_0,0.6267089771
7_9_2,0.6180769633
0_7_10,0.6159543735
19_9,0.6132299931
9_30_10,0.6105775637
19_0_7,0.6091895444
19_2,0.5960119393
19_9_2,0.5848413954
257_9,0.5767375196
9_30_0,0.5750167571
0_1_2_117,0.5729168952
19_2_9_30,0.5692600375
10_144_19,0.5685286542
19_2_1,0.5624000111
9_0,0.5615865462
9_0_9_9,0.5600233851
0_19_2,0.5539470069
0_40,0.5521580959
7_9,0.5455734634
9_10,0.5372337857
19_10,0.5301022098
9_0_9,0.5294799511
9_10_2,0.5254322158
327_79,0.5244510989
50_10,0.5237088960
10_418_19_2_9_0_9,0.5221569010
9_30_7,0.5213058634
9_9_30_0,0.5211745086
9_9_0_9,0.5200233851
9_7_9,0.5154948726
7_9_9,0.5145513038
7_10,0.5096997083
10_19,0.5074001245
19_2_9_0_9,0.5050611925
9_9_30,0.4987727527
10_19_10,0.4973768719
9_9_9_30,0.4966401197
9_0_9_30,0.4961901954
9_9_9_9_30,0.4959478712
19_10_2_9,0.4933254759
9_7,0.4925854984
0_1_2_9,0.4913568699
0_19_2_9,0.4902417107
9_2,0.4877029016
2_9_30,0.4869217573
0_9_9_2,0.4863208082
0_22,0.4858862316
9_0_30,0.4842222105
418_19_2_9,0.4804952252
0_7_9_2,0.4792417107
7_2_30,0.4739441633
30_418_19,0.4733943804
33_1_324_3,0.4692424510
19_0_9_10,0.4655150439
9_2_9,0.4642910244
7_2_9_0,0.4639354117
9_9,0.4636673538
9_33,0.4633035298
9_9_2_9,0.4597731310
2_9,0.4597634750
7_2_9_30,0.4583093410
33_1_329_3,0.4545427016
9_30,0.4531004985
9_51,0.4510668185
433_67_2,0.4505942590
157_19,0.4500724929
0_9_9_9_9_9_9,0.4498006350
117_0_1,0.4433574752
9_9_2,0.4413600720
7_2_30_10,0.4376621027
1978_33_0,0.4370466253
271_53_72_135_0_424_19_10_2_271_53_72_135,0.4354694395
9_9_9_9_9,0.4332931889
34_33,0.4319907131
84_10_1646_34,0.4289405318
9_9_9,0.4275026215
7_2_9_10,0.4269480168
9_1978_33_0,0.4221779280
0_9_2444_19_2,0.4203973178
0_9_9_9,0.4189971134
9_9_9_0_9_9,0.4184917529
33_10_227,0.4178372907
9_0_9_9_9_9,0.4166533370
9_9_9_9_9_9,0.4165610781
9_9_9_9_0_9_9,0.4163979336
9_9_9_9_9_30,0.4162206182
9_9_0_9_9,0.4151364053
30_19_10_0_6956_731_7_10_2,0.4123475544
19_2_0,0.4119747486
9_9_9_9_9_9_9,0.4110645087
9_9_9_9,0.4109394075
10_2_30,0.4105736077
33_30_1_324_3_33,0.4078527689
9_1978_33,0.4035651440
3_7,0.4034574633
33_1_330_3,0.4029655307
0_9_9_30,0.4009681498
0_9_418_19,0.3984959465
9_0_9_10,0.3983650743
10_19_0,0.3975163379
0_9_2_271_854,0.3968338212
0_157_9,0.3934361555
10_418_19_2_9_0,0.3911796173
19_9_19_9,0.3905724019
33_0_1_2_3,0.3898348368
9_9_9_0_9_30,0.3897522214
9_418_19,0.3865440828
30_0_427_1,0.3820706043
3_427,0.3817444942
19_10_3388_19_30_10_227_19,0.3813891361
40_7_40,0.3807016568
257_1,0.3793806929
9_9_9_0_9,0.3788230108
117_1978_33,0.3749491747
9_0_9_9_30,0.3739281507
9_2_9_30,0.3722238993
19_0_1,0.3679347625
418_427_0_9_418_19_2_1,0.3663927290
9_0_9_9_9_9_9,0.3648145016
2_9_10,0.3643079314
9_37,0.3640777008
9_9_9_9_9_0_9,0.3637222333
0_9_928_893_19_10_2,0.3625276135
3_30_1,0.3620683359
9_0_9_9_9,0.3620184995
9_9_0_9_9_9,0.3618756423
9_9_30_9,0.3594761239
9_9_0_9_30,0.3592339889
2_9_7,0.3588343227
0_9_10_418_19_2,0.3587087041
1_0_9_2_3,0.3583230656
9_9_0_30,0.3574354174
0_427_1_2_3,0.3571101300
7_325_9,0.3562489551
9_928_893_19,0.3544138957
33_9,0.3543244147
34_30_34,0.3537484289
19_2_0_9,0.3533634244
0_10,0.3515724853
9_7_9_2,0.3505604991
9_10_2_271,0.3493159743
2_30_10,0.3485231681
33_0_1,0.3484154383
0_9_9,0.3484100983
117_1978_33_9_825,0.3483425701
9_9_9_9_9_9_30,0.3456238184
9_1978_33_9_825,0.3451484118
0_9_418_19_2_1,0.3451464737
2_7_10,0.3444677059
9_928_893,0.3438198652
9_9_9_9_9_9_9_9_9_9_9_9,0.3429356195
1_117,0.3422453332
2_1,0.3417882526
9_418_19_10,0.3404971857
7_30,0.3391563754
7_2_1,0.3367944234
9_1301_75_10,0.3357688237
117_2_271_854,0.3327537668
7_30_2,0.3281600955
9_10_418_19,0.3273911681
117_1978_33_0_427_1_2_3,0.3269438195
10_227_19_10_2,0.3265841498
117_10,0.3256381988
19_9_30,0.3239764586
9_257,0.3238522940
0_9_2_271,0.3224953488
928_893_19_2_427_0,0.3219345927
2_40_0_1,0.3207396451
117_30_1,0.3205352170
117_1,0.3200999385
19_10_2_1,0.3198272765
19_30,0.3197950504
9_1978_33_0_9_825,0.3169996119
10_2807_19,0.3151564609
117_1978_33_0_9_825,0.3141303796
22_10,0.3127970224
257_2_9,0.3111805133
0_157,0.3103209293
51_2201_393_19_10,0.3099824834
876_30_1978_33,0.3098556881
9_1685_0_9_9,0.3098166421
40_19_40,0.3084763935
7_9_30,0.3064895290
30_10_2430_75,0.3057978680
1_117_30,0.3055163958
9_114_1245,0.3046128067
117_1_117,0.3043702066
10_0_6956_731_7_10_2,0.3041343379
1_117_1978_33,0.3039841405
9_9_9_9_9_9_9_9_9,0.3032594659
2_22,0.3027996711
2_427,0.3027528052
34_0_136,0.3024343438
40_0_9_2_1,0.3023223310
33_1_325_3_33_326_40,0.3019388970
51_393_19_10_3525,0.3012921100
622_214,0.3012016466
19_9_2_9,0.2992061310
30_51_393_19_10_3525_3674_84_9,0.2989591814
9_30_9,0.2987913358
1_337_3_33,0.2987840231
117_1978_33_0,0.2971492721
418_19_2_9_0_9,0.2945345826
0_1_2_271,0.2944736832
19_1,0.2941908022
30_0_427_1_2_3,0.2933163513
22_51_2201_393_19_10,0.2928352616
9_9_9_9_9_9_9_9,0.2923614338
