13_330_29_1977,0.9619199720
13_9_1977,0.9608779499
13_9_0_353_29_1977,0.9590891759
13_6_1977,0.9548567166
1977_9_13,0.9509686906
13_9_9,0.9128288740
9_9_13,0.9098801561
9_13_9,0.9015503032
9_6_13,0.9002362719
9_7_13,0.8782610645
13_9_6_1977,0.8780439064
9_0_9_9,0.8778978976
9_9_9,0.8744501991
13_7_9,0.8718031041
9_1977_9,0.8601782576
9_6_9_9,0.8479626041
9_9_9_1977_9,0.8473540420
9_1977_9_9_9,0.8461937856
9_1977_96,0.8180531789
113_9_9,0.8149940410
1977_9_0,0.8135059796
9_13_9_33_2745_6,0.8086402097
9_13_7,0.7987878348
9_13_9_33_1448_6,0.7984896530
9_1977_7,0.7977461681
1977_113_13,0.7930219069
1977_9_6,0.7913027293
1977_9_7,0.7897878348
9_9_7,0.7829545221
6_9_9_1977,0.7812112811
9_96_9,0.7799359609
13_9_7,0.7761976120
29_9_9_9_9_13,0.7677130955
6_1977_9,0.7669013664
113_13_9,0.7662806032
6_9_13,0.7623717833
29_1977_9,0.7594775873
9_33_2745_6_13_9_1977,0.7593638215
7_13_9,0.7545974925
29_9_13,0.7536820413
29_13_9,0.7517375969
250_9_9,0.7499302915
13_9_33,0.7496257943
1977_316_1639,0.7484234454
1977_316_9,0.7469707203
2042_6_0_13_1955_6_43_96_44_1977,0.7468243407
116_7_113,0.7455626848
7_1977_113,0.7438389320
29_13_113,0.7425313024
6_1977_113,0.7405346129
1977_6_13,0.7397200034
9_1977_13_9,0.7375933510
29_13_96,0.7368652110
13_113_1977,0.7365681081
96_9_96,0.7354261147
6_13_96,0.7349964278
29_1977_113,0.7345729691
9_14_9,0.7274030066
116_6_9,0.7269605616
9_7_113,0.7260374846
96_96_9,0.7250876989
2072_6_9,0.7249848995
13_29_1977,0.7241041519
9_42_1977,0.7216873874
13_132_9,0.7193418562
6_96_13,0.7191200026
9_6_9_6,0.7184765599
249_29_9,0.7183551414
96_647_96,0.7179874434
9_0_73,0.7149894814
236_29_1977_42_13,0.7124751153
1532_29_0_236_29_13_9_1977,0.7124639060
13_7_113,0.7109985518
9_7_116,0.7092402839
116_7_9,0.7092402839
1955_6_0_96_13_96_330,0.7087643211
1977_7_13,0.7084018048
13_7_1977,0.7084018048
2042_6_0_96_13_1955_6_0_96_96_330_6_43_96_53_1977,0.7066351252
9_6_0,0.7064398272
13_9_0_1977,0.7058287591
1977_7_0,0.7058193721
0_96_13,0.7055545701
9_96_96,0.7037768168
13_7_0,0.7020764818
1532_1984_116_2_127_457_7_2346_1532_113_250_547_29_0_3013_96_682,0.7011528057
9_9_1977_9_13,0.7010357420
13_7_96,0.7008075412
96_96_96,0.6986091909
116_7_1977,0.6980176995
9_9_1977_9_1977,0.6971246748
9_7_0,0.6963467717
250_113_250,0.6957877457
9_1977_0_13,0.6954294772
96_13_96,0.6950582884
13_6_9_1977,0.6949608290
6_9_6_9,0.6946841413
3330_1810_2_33_3330,0.6942469217
96_96_13,0.6928879985
9_7_6,0.6926750162
2586_1105_2586_4649_1341_1216_1339,0.6890741403
1977_116_7,0.6890375725
14_9_14,0.6888340420
236_29_13,0.6882954683
79_9_9,0.6865629318
13_7_116,0.6859645782
9_1977_14,0.6856732837
9_0_2072,0.6856637295
116_7_13,0.6849645782
9_0_13_9,0.6843430450
9_9_1977_9_9,0.6831434718
13_9_0_9,0.6823430450
9_0_9_13,0.6823430450
9_0_1977_9,0.6823242950
9_0_131,0.6821121207
116_2_33_1448_6_0_1532_29_6_0_1977_316_842_29_13,0.6809243931
13_9_6_9,0.6798814293
13_316_9,0.6790638364
1725_29_3428,0.6789994955
11_1977_9,0.6780591578
9_9_0_9,0.6764949178
9_0_246,0.6761014964
9_6_9_1977,0.6753164273
9_33_1977,0.6733209689
13_9_1977_6_1977,0.6725793553
2072_29_1977,0.6724518904
9_141_13,0.6718334186
13_116_7,0.6712774567
9_42_13,0.6705422894
113_2745_116_6_13_6_502_1977_9_92,0.6702876729
6_0_13,0.6689289472
113_250_13,0.6688944966
9_250_113,0.6684039859
9_7_11,0.6680995081
116_29_1977,0.6672112180
9_29_9_9,0.6665537414
2072_9_2072,0.6655689744
29_0_13,0.6643629797
6_0_1977,0.6638539351
116_29_13,0.6632112180
11_13_9,0.6618165880
9_7_9_9,0.6615092969
116_6_13,0.6593134406
3032_578_29_1977,0.6589184249
29_0_1977,0.6588094907
0_29_9,0.6580412140
9_13_96,0.6578829303
6_1977_13,0.6578631829
2042_6_0_13_1955_6_0_96_96_240_131_330_6_115_1977,0.6576011510
9_13_6_1977_9,0.6566314856
6_13_1977,0.6565423574
9_14_7,0.6542335011
1977_316_842_29_13,0.6529801662
29_7_13,0.6525040934
9_7_1977_9,0.6517649002
116_6_1977,0.6502492082
250_7_9,0.6501232893
96_486_29,0.6498586049
2072_29_2646,0.6492965283
9_647_9,0.6491899560
113_1977_250,0.6488905941
263_482_9_140_4653_7700_371,0.6487791654
6_0_13_1532_29_9_1977,0.6468224681
9_7_9_1977,0.6462042767
96_6_13,0.6461887915
42_13_9,0.6460583114
9_7_131,0.6460243979
9_7_9_13,0.6458175318
1268_29_13_9_9_1977,0.6455464214
2_33_2745_6_44_13_842_9_1977,0.6450575052
9_33_96,0.6447348427
9_7_250,0.6445605078
96_6_1977,0.6422287915
96_29_96,0.6419686934
2_33_29_0_29_6_0_1268_29_9_13_9_44_1977,0.6417325257
0_96_96,0.6413490263
1977_11_13,0.6394024841
2_33_2745_6_53_13_842_9_1977,0.6392062762
9_13_9_1977_6_0,0.6381061362
96_7_96,0.6380937888
2_33_2745_6_0_1532_29_9_6_13_9_1977,0.6373189634
6_7_13,0.6371792397
9_1977_6_1977_9,0.6371006350
13_11_1977,0.6361525145
9_7_29_9,0.6360502476
9_14_13_9,0.6358654720
13750_96_96_13_1955_6_0_96_647_96_1977_330_6_22_96_44,0.6355962924
249_29_13,0.6340492552
2_33_1448_6_13720_9_13_9_1977,0.6331037504
9_1977_116,0.6322620973
1268_29_6_0_13,0.6303291061
90_29_1977,0.6302099810
842_29_13,0.6299929231
6_113_116,0.6297770140
9_7_14,0.6296405456
14_7_9,0.6296405456
113_519_250,0.6292592833
1977_113_7,0.6287268217
1984_9_116_2,0.6284488920
9_2072_29,0.6278962453
2_33_2745_6_0_1268_29_9_13_9_1977,0.6272689634
2_33_2745_6_0_1268_29_13_9_9_1977,0.6272689634
1268_29_9,0.6267084787
9_7_20,0.6264384090
