0.9707342725	18 265 182 44 5
0.9513248676	5 12 39 68 21 18
0.9298033730	85 12 39 68 21 18
0.9167923387	21 5 12 39 68 21 18
0.9084209247	18 265 130 25 930
0.9060105421	5 149 39 68 21 18
0.9058355395	2241 84 18 85 2
0.8972317723	12 39 68 21 18 2
0.8961159431	68 21 18 84 18 85
0.8851030706	18 40 182 44 5
0.8646801754	118 128 161 21 40
0.8627635829	25 18 25696 84 5 85
0.8594698233	40 84 682 904
0.8594186716	40 44 402 4903 2241
0.8511227108	12 40 44 462 18
0.8500602108	12 40 44 62 18
0.8431638376	5 149 1341 18 1414
0.8353020222	208 149 39 68 21 18
0.8297980694	443 663 1785 84 18 85
0.8288709241	12 39 68 21 18 118
0.8275995539	208 12 39 68 21 18
0.8200218611	12 39 68 21 18 12
0.7990744673	602 1460 1461 18
0.7981823500	62 325 467 18
0.7952401660	149 39 68 21 18 2
0.7945454561	12 39 68 21 18 7
0.7935296682	1988 66
0.7884227739	44 402 4903 18 84
0.7867406668	149 39 68 21 18 7
0.7837383716	602 4717 443 663 1785 84 18 85
0.7802436837	11 12 39 68 21 18
0.7769081857	18 265 499 929 25
0.7767880612	5 149 39 1134 21 18
0.7687689440	12 39 68 21 402 18
0.7687346562	40 572 140 157 158
0.7662301401	39 68 21 462 18
0.7581281698	118 128 161 21 40 44
0.7570539872	12 40 44 7751 18 84
0.7527245447	149 39 68 21 462 18
0.7521664839	558 33 18 157 566 567
0.7479564340	40 44 608 25 462
0.7473322773	1619 19
0.7472966133	2240 2241 84 18 85
0.7470443128	40 572 140 157 158 687
0.7451409191	40 44 175 880
0.7449564340	40 44 175 880 84
0.7448211511	39 68 21 62 18
0.7336415165	18 84 14220 85
0.7321608336	39 68 21 310 18
0.7245235327	18 344 1046 21 5
0.7176803436	39 736 21 40 44
0.7100106172	39 736 21 1341 18
0.7097652574	50 246
0.7092950275	18 2054 1066 2055
0.7085038621	126 118 128 161 21 40
0.7035632650	149 39 68 21 18 12
0.7035078900	610 67
0.6984671351	1170 7 1346 44 18
0.6975911667	12 40 44 310 18
0.6970604512	1347 19
0.6945125896	908 603 84 18 85
0.6941415702	18 25696 84 5 85
0.6833159790	40 44 1751 25 608
0.6774409502	12 40 44 2024 18
0.6764816345	25 18 25696 84 5
0.6755034502	12 40 44 2632 18
0.6749669242	12 40 44 7751 18
0.6737031637	18 157 566 567
0.6708104440	850 785 18
0.6666146789	40 44 18 182 44
0.6645454957	12 40 44 3708 18
0.6624779358	40 44 5224 60 1434
0.6606817413	12 39 736 21 40 44
0.6564004598	59 27
0.6554000346	5021 1454 84 18 85
0.6492083710	12 40 44 1751 25
0.6476305529	1341 18 7 3117 84 13689 85
