0.9420727782	31 37 45 29
0.9153538240	29 13 45 31 76
0.9153538240	31 13 29 76
0.9153538240	29 13 31 76
0.9153538240	29 37 45 31
0.8802400985	31 26 45 29
0.8764649351	31 76 29 76
0.8764649351	29 76 31 76
0.8289862285	31 37 29 76
0.8081561631	29 37 45 31 76
0.7994824101	31 49 29 76
0.7955805858	365 31 13 29
0.7871425003	31 470 29 76
0.7871425003	881 45 31 76
0.7871425003	29 76 551 31
0.7871425003	492 13 45 29
0.7871425003	492 13 45 31
0.7871425003	881 45 29 76
0.7871425003	31 6 29 76
0.7871425003	31 547 29 76
0.7871425003	29 470 31 76
0.7871425003	29 555 31 76
0.7871425003	76 555 13 45 29
0.7871425003	6 13 31 76
0.7871425003	547 13 31 76
0.7871425003	12 13 29 76
0.7871425003	664 13 31 76
0.7871425003	547 13 29 76
0.7871425003	491 37 45 29
0.7871425003	31 76 29 470
0.7871425003	29 547 31 76
0.7778235460	1002 13 45 416
0.7768235460	2028 29 26 4337
0.7748235460	3448 3449 12770
0.7748235460	7209 8359 2363
0.7748235460	6638 2013
0.7748235460	6612 2592
0.7748235460	3474 3584
0.7748235460	2028 8413 4075 26 4337
0.7748235460	3554 3489 3551
0.7748235460	3367 3275
0.7748235460	839 17315
0.7748235460	7430 2363
0.7748235460	607 2604
0.7748235460	11429 3857
0.7748235460	1189 3260
0.7748235460	21 6848
0.7748235460	9985 1599
0.7748235460	1070 1391
0.7748235460	1807 39808
0.7748235460	5180 1906
0.7748235460	8413 4075
0.7748235460	8359 2363
0.7748235460	496 111
0.7727634559	664 13 29 31
0.7727634559	664 31 13 29
0.7727634559	31 26 29 470
0.7688616315	13 45 31 29 76
0.7688616315	13 29 0 31 76
0.7688616315	0 31 76 29
0.7688616315	0 29 76 31
0.7688616315	41 29 76 31
0.7688616315	13 29 76 31 76
0.7688616315	13 29 31 76
0.7620370934	29 76 45 31
0.7615807245	31 76 26 45
0.7614235460	31 664 29 76
0.7614235460	664 13 29 76
0.7614235460	29 664 31 76
0.7614235460	31 76 6 13 29 76
0.7614235460	664 13 45 29 76
0.7614235460	664 13 45 31 76
0.7614235460	2363 13 45 29 76
0.7614235460	2503 13 29 31
0.7614235460	2503 13 29 76
0.7614235460	29 6 31 76
0.7521045918	2086 365 31 7210 29
0.7521045918	2086 365 29 7210 31
0.7511425003	31 76 551 664 13 29
0.7511425003	31 76 555 13 29
0.7511425003	12 26 6 13 29
0.7511425003	555 13 45 31
0.7511425003	555 13 45 29
0.7511425003	2363 13 45 29
0.7511425003	31 76 555 13 29 76
0.7511425003	29 76 555 13 31
0.7511425003	31 76 12 13 29
0.7511425003	664 26 6 13 31
0.7511425003	664 26 6 13 29
0.7511425003	29 76 547 13 31
0.7511425003	12 26 6 13 31
0.7511425003	2087 13 45 31
0.7511425003	29 111 37 31
0.7511425003	547 13 45 31
0.7511425003	31 76 45 555 13 29
0.7511425003	31 76 551 6 13 29
0.7511425003	31 76 6 13 29
0.7511425003	31 76 547 13 29
0.7511425003	29 76 6 13 31
0.7511425003	31 111 37 29
0.7511425003	2087 13 45 29
0.7491045918	398 255
0.7491045918	12770 1227 3277
0.7491045918	8101 69270
0.7491045918	7 13333
0.7491045918	7 2287
0.7491045918	581 7981
0.7457647225	29 272 13 31
