0.9763506321	7 16
0.7743506321	37 1
0.7743506321	34 37
0.7498614546	16 1
0.7461200901	18 16
0.7461200901	15 7
0.7218380388	18 49
0.7218380388	15 2
0.7218380388	110 49
0.7218380388	1 28
0.7216309126	15 16
0.7174244379	18 177 16
0.6973488613	16 28
0.6973488613	37 28
0.6476549799	7 34 7 37
0.6258380388	18 2
0.6091423866	18 114 110
0.6003506321	16 114
0.5863506321	15 7 34 7 37
0.5863506321	34 7 37 1
0.5863506321	34 37 1
0.5863506321	1 7 1
0.5863506321	34 16 37 1
0.5863506321	34 7 37 16
0.5863506321	177 16 1
0.5791200901	110 177 16
0.5698614546	16 37 1
0.5698614546	7 37 1
0.5698614546	16 34
0.5698614546	16 37
0.5698614546	34 7
0.5698614546	34 16
0.5698614546	37 34
0.5698614546	37 37
0.5698614546	37 16
0.5698614546	114 1
0.5698614546	7 34
0.5698614546	1 16
0.5698614546	7 1
0.5698614546	1 7
0.5641200901	110 177 16 34
0.5641200901	15 16 1
0.5641200901	15 2 7
0.5641200901	15 16 1577
0.5641200901	28 177 16
0.5641200901	18 16 1
0.5641200901	15 7 1
0.5641200901	15 177 16
0.5641200901	15 7 16
0.5504244379	18 114 110 177 16
0.5504244379	114 110 16
0.5496309126	28 7
0.5476309126	18 114 110 177
0.5476309126	18 2 7
0.5476309126	11 7
0.5476309126	15 114
0.5476309126	15 177
0.5476309126	28 177
0.5476309126	28 34
0.5476309126	110 7
0.5476309126	2 7
0.5476309126	1 28 7
0.5476309126	15 7 34
0.5476309126	2 7 34
0.5476309126	18 114
0.5476309126	18 177
0.5476309126	18 7
0.5476309126	28 16
0.5476309126	2 16
0.5418380388	34 7 37 51
0.5418380388	15 16 28
0.5418380388	15 16 18
0.5418380388	37 1 28
0.5418380388	37 1 49
0.5418380388	37 51 2
0.5418380388	177 16 28
0.5418380388	18 16 28
0.5418380388	16 1577 28
0.5418380388	15 7 28
0.5418380388	15 7 18
0.5418380388	7 618 18
0.5413506321	820 16
0.5376549799	34 16 37
0.5376549799	34 7 37
0.5371423866	7 618 28
0.5273488613	7 28
0.5273488613	1 2
0.5273488613	1 49
0.5253488613	37 18 2
0.5253488613	16 110
0.5253488613	16 49
0.5253488613	37 110
0.5253488613	110 2
0.5253488613	1 18
0.5253488613	16 1 28
0.5253488613	7 1 28
0.5253488613	1 28 2
0.5253488613	16 15
0.5253488613	11 2
0.5253488613	16 18
0.5253488613	15 49
0.5253488613	28 2
0.5253488613	28 51
0.5253488613	28 11
0.5253488613	28 18
0.5253488613	28 49
0.5253488613	255 2
0.5253488613	37 11
0.5253488613	37 15
0.5253488613	37 18
0.5253488613	7 18
0.5253488613	1 51
0.5253488613	1 110
0.5126549799	34 108 37
0.5043506321	177 16
0.4693506321	7 64
0.4633506321	7 128
0.4508614546	1 21
0.4448614546	1 187
0.4408614546	177 34
0.4408614546	37 114
0.4408614546	6 1
0.4368614546	108 37
0.4368614546	108 1
0.4368614546	347 1
0.4368614546	1577 1
0.4368614546	34 108
0.4368614546	112 1
0.4368614546	6 34
0.4368614546	497 7
0.4368614546	37 64
0.4368614546	37 225
0.4368614546	1 108
0.4330995498	4744 6180
0.4330995498	6 128
0.4288380388	51 49
0.4284244379	2 580 15 16
0.4196309126	114 110 177
0.4163506321	16 1577 1
0.4163506321	1 7 618
0.4156309126	807 1
0.4156309126	114 110 744
0.4156309126	15 4744
0.4156309126	15 497
0.4156309126	2 23
0.4156309126	2 291
0.4123506321	34 7 37 6
0.4123506321	16 1577 34
0.4103488613	24 2
0.4101423866	2 23 15
0.4043488613	108 15
0.4043488613	1 74
0.4043488613	1 149
0.4038614546	7 34 7 37 476
0.4038614546	1 177
0.4036625331	34 2428 807 37
0.4036625331	2428 807 37
0.4003488613	618 18
0.4003488613	618 28
0.4003488613	37 51
0.4003488613	6 18
0.3998614546	16 177
0.3998614546	7 37
0.3998614546	16 255
0.3971200901	110 177 16 1
0.3963488613	446 28
0.3963488613	37 422
0.3963488613	1 422
0.3931200901	64 18 2 7
0.3931200901	18 114 110 16
0.3931200901	15 177 16 1577
0.3931200901	110 7 618
0.3931200901	114 110 7
0.3931200901	64 18 7
0.3931200901	18 16 114
0.3931200901	15 7 6
0.3931200901	2 7 6
0.3931200901	28 7 618
0.3886549799	7 618 1
0.3846309126	110 16
0.3806309126	11 16
0.3806309126	69 16
0.3806309126	580 15 16
0.3806309126	15 7 618
0.3806309126	48 7
0.3806309126	39 7
0.3806309126	69 7
0.3798380388	15 7 618 28
0.3778380388	64 18 2
0.3758380388	18 2 118 15
0.3758380388	34 16 37 51
0.3758380388	37 51 49
0.3758380388	7 6 18
0.3758380388	177 16 18
0.3758380388	7 1880 18
0.3758380388	15 114 110
0.3758380388	16 51
0.3756625331	799 807 37
0.3733506321	7 1880
0.3684244379	18 2 7 6
0.3684244379	15 2 7 6
0.3673488613	11 49
0.3673488613	51 2
0.3633488613	16 39
0.3633488613	255 18
0.3633488613	69 2
0.3633488613	7 51
0.3616848297	2428 807
0.3602712288	546 477 476
0.3601423866	16 37 51 49
0.3601423866	18 2 580 15
0.3373506321	88 85 34 16 37
0.3328380388	114 110
0.3268380388	51 117 110
0.3268380388	11 122
0.3268380388	99 49
0.3198690078	49 1197
0.3171423866	2 118 15
0.3134244379	34 546 37
0.2853506321	7 820 16
0.2823488613	1 799
0.2774244379	114 110 177 16
0.2773506321	110 744 88 85 34 16 37
0.2773506321	822 255
0.2773506321	6 64
0.2745887273	744 88 85 34
0.2745887273	2416 2417 2418 34
0.2745887273	8015 8016 34
0.2745887273	6 338
0.2726549799	6 34 7
0.2718614546	3385 1
0.2708614546	177 16 1577 34
