0.9716147810	2 6 14
0.9643025222	2 14
0.9217168429	14 2 6
0.9217168429	14 6 2
0.8265536982	6 6 2
0.8265536982	2 6 6
0.8265536982	6 2 6
0.8265536982	6 6 6
0.7783865293	14 6 6
0.7783865293	6 6 14
0.7783865293	6 14 6
0.7656471733	6 6 18
0.7638310728	6 18 2
0.7583428639	14 18 6
0.7583428639	6 18 6
0.7383428639	20 6 6
0.7307682133	2 6 18
0.7250377898	9 6 6
0.7204639039	6 18 14
0.7204639039	2 18 6
0.7164639039	6 20 14
0.7104639039	18 14 6
0.7094639039	18 2 6
0.7094639039	20 6 2
0.7084639039	20 14 6
0.7074639039	20 2 6
0.7064639039	6 7 14
0.7054639039	12 14 6
0.7054639039	20 14 2
0.6934010444	6 14 18
0.6924010444	6 2 18
0.6914010444	14 6 18
0.6905750150	20 18 14
0.6894010444	2 6 12
0.6894010444	14 2 18
0.6889941244	47 6 6
0.6851588298	6 9 14
0.6851588298	9 14 6
0.6851588298	2 6 9
0.6846049855	6 4 302
0.6841588298	15 2 6
0.6821588298	6 14 9
0.6794010444	2 6 7
0.6701151644	6 12 6
0.6641151644	2 47 6
0.6635121555	20 14 18
0.6635121555	20 2 18
0.6611151644	121 2 6
0.6601151644	12 6 6
0.6581151644	20 2 15
0.6571151644	12 2 46
0.6496049855	51 4 592
0.6495421260	2 6 4
0.6492262755	20 7 14
0.6440523049	2 6 121
0.6437709184	24 18 15
0.6410523049	2 6 136
0.6376317559	6 4 6
0.6376317559	6 4 14
0.6376317559	6 4 2
0.6315421260	6 18 4
0.6311634160	6 18 20
0.6291634160	6 12 7
0.6291634160	6 18 12
0.6291634160	6 18 76
0.6261634160	6 18 121
0.6261634160	6 18 7
0.6221634160	20 2 12
0.6216317559	4 854 14
0.6216317559	4 14 2
0.6216317559	4 14 6
0.6216317559	4 14 1179
0.6216317559	4 14 9
0.6216317559	4 6 6
0.6216317559	4 9 14
0.6213927959	92 18 92
0.6191634160	12 6 18
0.6191634160	18 6 18
0.6191634160	20 6 18
