3_6,0.9963666667
3_364,0.6057666667
3_209,0.6057666667
24_3,0.5938777778
1643_3,0.5838777778
3_7,0.5690777778
3_50,0.5690777778
2_3,0.5631888889
3175_3,0.5591888889
3_3,0.4890777778
25_3,0.4774777778
6_3,0.4661888889
3_242,0.4377666667
3_481,0.4377666667
2298_3,0.4288777778
1966_3,0.4248777778
1642_3,0.4198777778
3259_3,0.4198777778
3_3455,0.4160777778
3_194,0.4127666667
3_4322,0.4097666667
37_3,0.4088777778
3_3404,0.4077666667
1557_3,0.4068777778
27_3,0.4061888889
5914_31896_6_21009_32004_3_7_16037,0.4047888889
0_5914_0_5914_0,0.4047888889
3_518,0.4047666667
3_1575,0.4047666667
63_6,0.3968777778
406_3,0.3918777778
6_1611,0.3918777778
3_33,0.3900777778
2298_27,0.3888777778
25_47,0.3888777778
1966_27,0.3888777778
1557_27,0.3858777778
1556_15,0.3858777778
1611_2,0.3858777778
3_15,0.3850777778
1537_27,0.3848777778
0_991,0.3848777778
0_29,0.3848777778
0_97,0.3848777778
29_52,0.3848777778
52_1519,0.3828777778
124_412,0.3828777778
332_27,0.3818777778
832_27,0.3808777778
1682_63,0.3808777778
1992_5,0.3808777778
2138_24,0.3808777778
1057_24,0.3808777778
412_159,0.3808777778
360_27,0.3808777778
24_2594,0.3798777778
2_40,0.3791888889
1593_24,0.3778777778
3781_27,0.3778777778
558_27,0.3778777778
3465_24,0.3778777778
1371_27,0.3778777778
3_2,0.3770777778
3_24,0.3770777778
3_37,0.3770777778
3_159,0.3770777778
3_50_6,0.3650777778
2_25_6,0.3611888889
3_7_377_1529,0.3610777778
1632_1527_2,0.3601888889
37_6_2_3,0.3591888889
52_371,0.3591888889
2_377_1027_47,0.3581888889
412_2_25,0.3571888889
260_384,0.3571888889
56_375,0.3571888889
6_7_3,0.3571888889
12_76,0.3571888889
2_6_7_3_7,0.3561888889
52_371_2,0.3561888889
2_25_6_558_27_3,0.3551888889
2_25_6_384_27_3,0.3551888889
2_25_6_449_27_3,0.3551888889
159_25_6_27_3,0.3551888889
2_25_6_27_3,0.3551888889
24_6_7,0.3551888889
2_6_7,0.3551888889
37_6_7,0.3551888889
25_6_2411,0.3551888889
1680_1527,0.3551888889
4_5,0.3551888889
2_25_6_128_27_3,0.3551888889
1790_63_6_7_3,0.3551888889
25_47_27_3,0.3551888889
2_3_50_6,0.3551888889
27_6_7,0.3551888889
159_25_6,0.3551888889
0_6_7,0.3551888889
25_6_7,0.3551888889
122_5,0.3551888889
452_453_2_6_7,0.3541888889
8_8801_2987_2343_2358,0.3541888889
2_377_1027_1028,0.3541888889
2_25_2155_2832,0.3541888889
6_7_1643,0.3541888889
1790_63_6,0.3541888889
27120_24937,0.3541888889
2155_2832,0.3541888889
2155_2850,0.3541888889
1533_3873,0.3541888889
377_1529,0.3541888889
377_3703,0.3541888889
0_97_124_412,0.3541888889
377_1027_894,0.3541888889
1632_1527,0.3541888889
1555_679,0.3541888889
2155_2156,0.3541888889
2_25_6_449_27,0.3531888889
2_25_6_558_27,0.3531888889
124_412_37,0.3531888889
2_6_2,0.3531888889
24_6_2,0.3531888889
27_6_2,0.3531888889
6_7_53,0.3531888889
6_124_53,0.3531888889
37_6_2,0.3531888889
15_6_2,0.3531888889
452_453_2,0.3521888889
0_97_124,0.3521888889
5_425_5,0.3521888889
452_453,0.3521888889
33_991,0.3521888889
33_29,0.3521888889
30_122_5,0.3521888889
6_6,0.2681888889
3_47,0.2537666667
3_3444,0.2477666667
3_1537,0.2477666667
3_681,0.2447666667
3_859,0.2447666667
3_1679,0.2447666667
3_1969,0.2447666667
3_1472,0.2447666667
3_171,0.2447666667
3_3875,0.2437666667
3_230,0.2437666667
40_3,0.2437666667
3_998,0.2437666667
3_1980,0.2437666667
3_648,0.2427666667
3_2463,0.2427666667
3_1571,0.2417666667
3_3452,0.2407666667
