0_8,0.9849374009
8_0,0.8022586121
15_0_9_8_12,0.6239374009
0_9_8_12,0.6239374009
12_8,0.6229374009
12_0_9_8_12_0_9_8,0.6229374009
12_0_9_8_9,0.6229374009
12_0_9_8,0.6229374009
8_9,0.6229374009
13_8,0.6159374009
74_8,0.6159374009
4_0_9_8_12,0.6159374009
15_8,0.6159374009
4_8,0.6159374009
12_4_8_9,0.6149374009
12_13_8,0.6149374009
159_8,0.5992952956
12_12_12_12_12_12_12_12_12_12_12_12_12_12_12_12_12_12_12_12,0.5982952956
12_12,0.5982952956
4_0_9_8_12_12,0.5858159194
0_9_8_12_0_9_8_12,0.5858159194
0_9_8_0_9_8_12,0.5858159194
0_9_8_12_0_9_8,0.5858159194
12_12_0_9_8,0.5848159194
8_12_12,0.5768159194
0_7_8_9_10_11,0.5724952956
8_9_10_11_2136_4_0_7_8,0.5714952956
8_9_655_12,0.5714952956
12_38_15_8,0.5704952956
56_0_9_8_12_12,0.5701738142
12_12_12,0.5691738142
0_9_8_12_4,0.5690485120
0_9_8_12_13,0.5690485120
8_38,0.5684952956
12_0,0.5680485120
8_9_4_173_2575_10_11,0.5644952956
8_7033_12,0.5644952956
8_765,0.5644952956
8_7033,0.5644952956
12_388,0.5644952956
8_64,0.5644952956
12_12_12_12_12_12_12_12_12_12_12_12_12,0.5621738142
12_12_12_12_12_12_12_12_12_12_12_12,0.5621738142
12_12_12_12_12_12_12_12_12,0.5621738142
12_4_8_9_13,0.5600485120
8_74,0.5600485120
8_4,0.5600485120
12_12_4,0.5514064067
12_13,0.5444064067
12_12_13,0.5444064067
12_4,0.5444064067
8_38_12,0.5353738142
0_9_8_12_12,0.5330673421
0_9_8_12_0,0.5329270305
12_0_9,0.5320673421
12_0_9_8_12,0.5320673421
789_8_972_12,0.5204952956
8_487,0.5186064067
8_445,0.5156064067
43_8,0.5154252369
33382_8,0.5134952956
7033_12,0.5134952956
388_8,0.5134952956
388_12,0.5134952956
8_64_15,0.5116064067
56_0_9_8_12,0.4973037554
12_12_12_12_12,0.4963037554
12_8_487,0.4904849253
4_8_12,0.4893894182
12_4_8,0.4893894182
0_7_8_12,0.4876252369
0_9_8_9_10_834,0.4856252369
38_15_8_12,0.4843738142
8_12_0_9,0.4690569718
2_8,0.4655363480
8_3052,0.4638165069
9_8,0.4620260195
8_43,0.4595363480
0_9_8_9_10,0.4544148665
12_12_12_12_12_12,0.4534148665
37_8,0.4417053958
32_8,0.4415363480
56_8,0.4415363480
8_656,0.4385839143
13_64,0.4385839143
8_12_0,0.4380285651
58_8,0.4367363480
320_8,0.4367363480
12_4_8_9_28,0.4365363480
12_2,0.4365363480
64_4_0_9_8,0.4357363480
12_0_9_8_422,0.4357363480
12_0_789_8,0.4357363480
247_0_9_8_12,0.4356252369
4_0_9_8_9_10_11,0.4347363480
0_9_8_9_10_11_12,0.4347363480
0_9_8_9_10_834_12,0.4347363480
0_9_8_9_10_11,0.4347363480
56939_8,0.4347053958
8_9_10_11_0_9_8,0.4337363480
8_972_12,0.4337363480
12_0_9_8_12_0,0.4330285651
0_9_8_972_12,0.4324148665
1962_12,0.4318165069
1178_12,0.4318165069
13341_12,0.4318165069
8983_12,0.4318165069
12_13_8_487,0.4317363480
12_12_365,0.4317363480
261_8,0.4317363480
12_56,0.4317363480
12_13341,0.4315839143
64_74,0.4309276180
4_0_7_8_9_10_11,0.4307363480
13_10_11_12,0.4307363480
4_13_10_11,0.4307363480
0_9_8_9_10_50,0.4307363480
13_10_11,0.4307363480
8_96810,0.4297363480
8_9_18135_12,0.4297363480
12_8_422,0.4297363480
12_13_26,0.4297363480
8_1007_12,0.4297363480
10_11_12,0.4297363480
64_15_65,0.4297363480
64_319,0.4297363480
65_5631,0.4297363480
10_11,0.4297363480
8_8509,0.4297363480
8_247,0.4297363480
8_17039,0.4297363480
8_2819,0.4297363480
8_9_10_834,0.4297363480
64_2103,0.4297363480
8_32311,0.4297363480
8_34,0.4297363480
0_40_12,0.4277363480
2612_8,0.4277363480
1577_8,0.4277363480
273_8,0.4277363480
8_1371,0.4277363480
8_9_10_50_13,0.4277363480
64_15,0.4277363480
182_8,0.4277363480
8_9_10_11_12,0.4267363480
8_9_10_50,0.4267363480
8_40_12,0.4267363480
65_1868,0.4267363480
65_1663,0.4267363480
10_3073,0.4267363480
